freq,unit,category,sex,geo\TIME_PERIOD	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,THS_PER,NON_HRSTU,M,ES	1775.6 b	1567.0 	1540.5 	1408.7 	1204.0 b	947.0 	846.2 	665.1 b	729.7 	785.6 	803.8 	697.9 b	641.1 b	675.6 	1127.6 	1966.5 	2146.5 	2256.8 b	2592.1 	2618.3 	2372.7 b	2097.1 	1801.0 	1556.3 	1344.6 	1195.2 	1267.6 	1252.9 bd	1122.2 d	1056.9 d	1008.4 d
A,THS_PER,NON_HRSTU,M,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	8587.3 	8688.9 	8939.1 	8679.5 b	7808.3 	6746.1 	6728.9 	9036.9 	9588.8 	9454.2 b	10441.9 	10861.7 	10319.8 b	9541.2 	8596.1 	7624.6 	6677.9 	6053.9 	6239.2 	6184.8 b	5489.6 	5422.3 	5327.7 
A,THS_PER,NON_HRSTU,M,FI	: 	203.7 	180.2 	178.3 	151.9 b	137.9 	126.7 b	122.8 	133.7 	136.0 	123.3 	95.1 b	88.2 	76.5 b	73.2 b	105.7 	105.7 	98.3 b	95.5 	99.7 	101.8 b	106.1 	96.5 	99.2 	84.6 	79.9 	91.9 	93.0 b	80.9 	92.8 	109.3 
A,THS_PER,NON_HRSTU,M,FR	1316.7 	1169.6 	1291.2 	1326.9 	1242.3 b	1261.8 	1037.4 	843.4 	912.7 	893.1 b	944.2 	921.0 b	928.4 b	861.7 	827.2 	1061.7 	1065.9 	1044.3 b	1159.7 	1205.0 b	1283.8 b	1300.5 	1264.0 	1174.6 	1070.0 	984.7 	905.1 	886.2 bd	861.3 d	847.2 d	858.8 d
A,THS_PER,NON_HRSTU,M,HR	: 	: 	: 	: 	: 	: 	: 	: 	115.2 	113.4 b	110.8 	104.1 b	87.2 b	83.7 	67.9 	74.3 	99.9 b	125.9 b	144.3 b	153.9 	143.3 b	133.0 	103.4 	82.3 	56.6 	46.9 	57.0 	55.6 b	43.9 	45.5 	38.5 
A,THS_PER,NON_HRSTU,M,HU	: 	: 	: 	214.9 	205.3 b	163.3 	156.9 	138.8 b	131.7 	134.4 	124.7 	149.8 b	153.9 	153.9 	164.1 	216.5 	240.6 	232.5 b	242.1 	222.3 	167.4 b	150.2 	118.2 	88.1 	81.0 b	77.2 	95.2 	88.7 b	86.4 	95.5 	104.5 
A,THS_PER,NON_HRSTU,M,IE	117.8 	97.5 	96.9 	87.4 	: 	55.0 	41.1 	36.0 	41.7 	43.6 	47.6 	45.2 b	44.6 	54.4 b	82.7 	154.9 	169.4 	175.0 b	175.7 	144.5 	121.0 b	104.0 	85.2 	66.8 b	53.6 	49.4 	48.2 	55.7 b	41.5 	42.8 	39.4 
A,THS_PER,NON_HRSTU,M,IS	: 	: 	: 	: 	: 	1.2 	1.1 	1.2 	2.6 	2.9 b	3.7 	1.9 b	1.8 	2.1 	2.8 	7.1 	6.8 	6.1 b	5.0 	4.7 	4.2 b	3.4 	2.6 	2.4 	2.4 	3.4 	4.8 b	5.1 b	4.0 	3.5 	3.2 
A,THS_PER,NON_HRSTU,M,IT	1194.7 	1234.5 	1260.7 	1270.4 	1258.7 b	1168.3 	1111.4 	1009.3 	965.0 	946.1 	851.8 b	815.8 b	719.8 	649.8 	740.0 	897.8 	997.0 	1004.5 b	1322.4 	1551.2 	1599.0 b	1540.4 	1492.5 	1415.5 	1308.4 b	1205.6 	1097.3 	1126.7 b	938.0 	900.8 	780.7 
A,THS_PER,NON_HRSTU,M,LT	: 	: 	: 	: 	109.5 b	103.9 	121.9 b	146.6 	100.9 b	94.4 	72.4 	56.9 b	40.4 	28.3 	40.4 	112.6 	140.4 	115.3 b	97.6 	85.2 	80.2 b	65.6 	59.0 	53.7 	42.7 	42.4 	57.4 	43.6 b	36.6 	44.6 	47.3 
A,THS_PER,NON_HRSTU,M,LU	2.5 	2.1 	2.6 	1.7 	: 	1.7 	1.8 	1.4 u	1.8 	2.7 b	3.3 	3.1 b	3.4 	3.3 b	4.6 	3.7 b	3.1 	3.4 b	4.4 	5.1 	5.7 b	6.1 b	5.5 	5.0 	5.1 	6.1 	7.4 	5.5 b	4.5 	4.9 	7.5 
A,THS_PER,NON_HRSTU,M,LV	: 	: 	: 	: 	85.0 b	76.8 	78.8 	78.0 	77.6 b	60.8 	57.7 	51.2 b	38.0 	33.3 	44.7 	106.0 	106.0 	86.4 b	74.0 	56.9 	53.2 b	50.6 	47.9 	42.8 	35.7 	29.1 	35.5 	33.0 b	32.3 	31.2 	32.0 
A,THS_PER,NON_HRSTU,M,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.6 b	23.9 	24.3 	22.4 b	22.6 	22.8 	19.8 	20.1 	18.4 	21.2 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,M,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	177.9 	176.1 	174.1 	167.1 	166.2 	162.3 b	161.7 	148.1 	141.6 b	135.0 	122.0 	115.3 	107.6 	79.0 	79.6 	69.2 b	64.3 	55.8 	55.5 
A,THS_PER,NON_HRSTU,M,MT	: 	: 	: 	: 	: 	: 	6.4 	7.3 	6.9 	6.6 	7.4 b	6.6 b	6.5 	6.1 	6.0 	7.0 	7.4 	6.6 b	6.1 	6.7 	6.9 b	6.6 	5.4 	4.7 	5.2 	4.7 	5.8 	5.8 b	5.1 	5.4 	5.0 
A,THS_PER,NON_HRSTU,M,NL	: 	: 	185.7 	156.6 	133.2 b	105.0 	81.0 	63.7 	83.8 	126.7 	158.7 	191.5 b	155.0 b	127.4 	117.7 	149.6 	170.6 	170.0 b	209.8 	273.3 b	278.4 b	251.7 	211.3 	166.5 	137.8 	124.9 b	134.8 	142.9 b	117.6 	128.4 	132.4 
A,THS_PER,NON_HRSTU,M,NO	: 	: 	45.5 	41.8 	32.9 b	30.2 	32.9 	33.9 	35.8 	44.0 b	44.1 	47.2 b	36.3 b	27.2 	31.0 	40.1 	45.1 	38.6 b	38.3 	40.1 	42.5 b	51.5 	59.3 	52.0 	45.3 	45.6 	52.0 	54.1 b	42.1 	44.0 	47.2 
A,THS_PER,NON_HRSTU,M,PL	: 	: 	: 	825.0 	755.7 b	1037.0 	1314.0 b	1548.4 b	1733.9 	1653.9 b	1621.2 b	1466.6 b	1121.3 	770.4 	544.4 	662.0 	793.4 b	769.4 b	799.4 	821.1 	725.7 b	619.4 	512.1 	409.7 	310.2 	240.4 b	246.0 	283.5 b	237.1 	227.4 	219.8 
A,THS_PER,NON_HRSTU,M,PT	146.0 	158.2 	156.1 	146.1 	102.9 b	110.7 	81.6 	80.0 	108.6 	141.1 	149.8 b	177.0 b	175.6 	175.5 	172.8 	231.6 	257.4 	311.8 b	385.7 	392.4 	325.2 b	281.8 	251.6 	192.8 	148.4 	127.3 	135.8 	128.1 b	123.5 	135.9 	131.4 
A,THS_PER,NON_HRSTU,M,RO	: 	: 	: 	310.6 	350.3 b	414.1 	443.5 	412.0 	468.4 b	387.3 b	475.9 	398.7 b	430.1 	379.8 	350.8 	392.0 	364.5 b	363.4 b	342.8 	358.3 	335.9 b	360.6 	311.7 	265.8 	224.5 	209.0 	254.9 	267.2 b	269.5 	264.5 	258.1 
A,THS_PER,NON_HRSTU,M,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	273.9 	330.7 b	343.6 	296.7 	281.2 b	247.2 	216.2 	189.8 	181.1 	147.8 	125.4 	148.6 b	135.4 	131.3 	118.7 
A,THS_PER,NON_HRSTU,M,SE	: 	203.7 	206.9 	217.5 	190.1 b	160.1 	109.7 	103.0 b	104.2 	116.6 	139.9 	151.5 b	142.4 b	121.8 	126.9 	188.1 	190.3 	172.0 b	180.5 	183.2 	182.2 b	164.6 	159.8 	151.4 	140.8 b	151.1 	187.2 	199.3 b	171.8 	176.1 	191.0 
A,THS_PER,NON_HRSTU,M,SI	: 	: 	33.6 	30.8 	36.2 b	35.0 	34.1 	27.0 	28.4 	28.3 	28.8 	30.2 b	24.5 	19.6 	19.3 	30.0 	37.3 	39.3 b	40.1 	45.0 	42.9 b	37.5 	32.0 	25.5 	21.5 	18.7 	19.5 	17.5 b	16.0 	17.0 b	17.7 
A,THS_PER,NON_HRSTU,M,SK	: 	: 	: 	: 	160.1 b	214.8 b	262.5 	276.9 b	257.8 	235.2 b	244.3 	216.0 b	175.4 	139.2 	118.3 	162.0 	198.1 	191.1 b	188.9 	193.9 	179.7 b	141.0 	118.7 	109.0 	84.3 	76.4 	83.5 	88.4 b	79.1 	78.5 	64.6 
A,THS_PER,NON_HRSTU,M,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1296.9 	1345.1 	1499.8 	2005.1 	1687.6 	1351.9 b	1246.6 b	1320.1 	1545.9 b	1593.6 	1637.8 	1640.0 	1669.5 	2203.3 	2096.1 	1874.0 b	1584.5 	1385.1 	1295.8 
A,THS_PER,NON_HRSTU,M,UK	1629.6 	1419.8 	1347.6 	1143.4 	: 	814.2 b	743.5 	633.6 b	656.4 	633.4 	655.5 b	690.3 b	784.4 	769.9 b	866.8 b	1177.9 	1181.8 b	1187.5 b	1142.8 	1084.4 	877.8 b	738.5 	675.4 	598.8 	540.0 	508.3 	: 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,T,AT	: 	159.6 	192.4 	186.7 	202.4 b	168.9 	167.9 	143.0 	175.0 	171.8 	199.5 b	201.7 b	191.0 b	180.7 b	158.1 	202.3 	183.1 	172.6 b	188.5 	200.3 	190.6 b	196.7 	216.8 	199.7 	169.9 	156.3 	188.8 	216.6 b	165.8 	181.0 	177.9 
A,THS_PER,NON_HRSTU,T,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	208.0 b	180.4 	154.1 	154.3 
A,THS_PER,NON_HRSTU,T,BE	346.2 	344.0 	344.0 	328.4 	346.4 b	326.5 b	253.0 	221.8 b	250.8 	282.3 	272.5 	318.5 b	307.7 	288.1 	270.1 b	298.4 	321.2 	275.1 b	292.4 	320.3 	327.1 b	327.3 	301.4 	257.3 b	221.6 	200.9 	199.6 	232.5 b	211.8 	217.3 	225.4 
A,THS_PER,NON_HRSTU,T,BG	: 	: 	: 	: 	: 	: 	509.1 	615.0 b	554.8 	404.9 b	360.1 	299.9 b	272.9 b	219.6 	179.6 b	212.3 	312.0 b	331.5 b	358.5 	375.3 	333.7 b	264.9 	213.1 	176.0 	149.7 	113.8 b	131.8 	137.7 b	111.5 	113.3 	109.3 b
A,THS_PER,NON_HRSTU,T,CH	: 	: 	122.5 	125.0 	114.7 b	104.7 	91.9 	85.8 	97.5 	138.2 	148.0 	151.2 b	139.5 	128.2 	119.8 	142.8 	167.6 b	155.0 b	157.6 	163.5 	167.5 b	164.2 	174.7 	159.1 	159.5 	147.4 	162.4 	173.7 b	138.6 	132.6 	140.8 
A,THS_PER,NON_HRSTU,T,CY	: 	: 	: 	: 	: 	: 	12.9 	10.1 	8.3 	9.9 	11.9 	14.4 b	11.6 	10.7 	10.2 	15.0 b	17.4 	21.7 b	33.0 	44.8 	45.6 b	40.7 	33.8 	28.5 	21.5 	19.7 	20.4 	20.1 b	17.7 	15.7 	14.4 
A,THS_PER,NON_HRSTU,T,CZ	: 	: 	: 	: 	290.1 b	418.3 	430.7 	390.2 	345.8 	370.1 b	404.8 	393.6 b	353.9 	264.2 	216.6 	331.2 	357.9 b	322.9 b	336.6 	337.6 	290.2 b	239.2 	187.8 	136.0 	105.6 	95.9 	118.0 	131.1 b	104.6 	115.4 	118.4 
A,THS_PER,NON_HRSTU,T,DE	2667.2 	2575.7 	2840.8 b	3183.3 	: 	2886.6 	2547.8 	2561.5 	2873.3 	3261.3 	3571.5 	4014.9 b	3770.5 b	3218.9 	2783.0 	2851.4 	2513.2 b	2104.1 b	1933.8 b	1883.8 	1807.3 b	1675.0 	1499.2 	1368.1 	1221.6 	1126.9 	1315.3 b	1185.1 b	1079.3 	1037.1 	1105.0 
A,THS_PER,NON_HRSTU,T,DK	189.0 	159.1 	163.5 	129.6 	119.4 b	123.0 	104.7 	91.9 	92.4 	112.3 b	115.0 	105.4 b	82.4 	81.2 b	85.1 b	149.9 	174.3 	170.0 b	167.9 	156.3 	146.1 b	130.0 	119.1 b	113.9 b	100.9 	100.4 	114.5 	105.6 b	94.4 	112.3 b	137.4 
A,THS_PER,NON_HRSTU,T,EA21	: 	: 	: 	: 	: 	: 	: 	: 	11707.8 	12017.3 	12281.4 	12237.0 b	11416.6 	10287.5 	10436.2 	13192.5 	13900.4 	13861.9 b	15464.4 	16155.9 	15686.4 b	14556.8 	13465.6 	12171.4 	10820.1 	9872.3 	9886.4 	9842.6 b	8808.8 	8565.6 	8226.9 
A,THS_PER,NON_HRSTU,T,EE	: 	: 	: 	48.5 	53.7 b	64.2 	80.2 b	71.9 	55.6 	65.4 	55.1 	44.3 b	33.3 	26.2 	31.0 	77.8 	91.2 	64.7 b	52.9 	43.9 	37.2 b	33.2 	37.1 	31.5 	28.1 	23.5 	35.1 	33.1 b	29.1 	36.6 	42.2 
A,THS_PER,NON_HRSTU,T,EL	325.9 	334.5 	363.1 	358.2 	426.8 b	467.2 	448.3 	423.2 b	405.5 	385.1 	417.0 b	402.4 b	358.6 	328.9 	305.4 	386.8 b	504.9 	683.6 b	934.3 	1029.6 	978.1 b	894.6 	848.5 	763.0 	682.6 	620.2 	555.4 	487.3 b	429.6 	380.1 	351.3 
A,THS_PER,NON_HRSTU,T,ES	3332.8 b	3076.4 	3006.4 	2830.6 	2538.7 b	2113.3 	1949.8 	1465.8 b	1629.8 	1746.7 	1740.9 	1483.4 b	1426.0 b	1467.1 	2129.3 	3424.2 	3767.7 	4005.9 b	4582.2 	4707.3 	4350.1 b	3919.5 	3460.9 	3032.4 	2667.7 	2431.3 	2536.4 	2544.3 bd	2289.2 d	2155.7 d	2021.6 d
A,THS_PER,NON_HRSTU,T,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	16649.5 	16695.4 	17028.7 	16763.6 b	15239.2 	13214.9 	12890.7 	16233.7 	17218.7 	17101.9 b	18743.2 	19446.5 	18603.5 b	17142.6 	15623.0 	13974.2 	12320.2 	11260.3 	11469.6 	11526.9 b	10343.8 	10133.2 	9844.5 
A,THS_PER,NON_HRSTU,T,FI	: 	374.3 	345.5 	341.9 	285.0 b	269.6 	252.5 b	239.7 	246.2 	245.7 	232.9 	180.9 b	171.3 	149.6 b	141.1 b	181.8 	180.4 	168.5 b	166.9 	173.0 	177.2 b	186.0 	171.7 	174.3 	152.6 	136.3 	158.4 	158.7 b	144.1 	157.2 	184.5 
A,THS_PER,NON_HRSTU,T,FR	2753.5 	2561.7 	2744.6 	2768.5 	2642.0 b	2656.8 	2288.1 	1913.8 	1901.2 	1816.1 b	1941.0 	1867.2 b	1880.4 b	1699.2 	1611.2 	1993.3 	2037.8 	2016.3 b	2157.9 	2232.9 b	2340.2 b	2344.9 	2315.5 	2177.5 	2021.2 	1860.2 	1682.2 	1658.4 bd	1582.7 d	1567.9 d	1578.7 d
A,THS_PER,NON_HRSTU,T,HR	: 	: 	: 	: 	: 	: 	: 	: 	240.7 	225.4 b	224.9 	206.9 b	179.4 b	168.4 	147.6 	155.0 	188.1 b	221.5 b	254.5 b	265.5 	274.9 b	255.2 	195.5 	160.4 	113.5 	86.3 	99.4 	104.6 b	92.2 	85.7 	69.6 
A,THS_PER,NON_HRSTU,T,HU	: 	: 	: 	344.3 	343.7 b	272.6 	258.0 	223.9 b	218.0 	231.1 	223.1 	279.4 b	295.4 	287.8 	301.5 	381.7 	425.9 	423.0 b	425.9 	398.9 	307.9 b	279.7 	213.6 	172.8 	152.0 b	139.4 	172.3 	167.3 b	152.3 	176.7 	191.5 
A,THS_PER,NON_HRSTU,T,IE	185.1 	154.3 	153.9 	138.8 	: 	88.0 	67.0 	57.7 	65.1 	67.6 	71.0 	71.0 b	71.8 	89.7 b	121.7 	216.3 	244.1 	258.8 b	262.2 	227.8 	192.4 b	161.9 	135.5 	108.9 b	92.4 	82.0 	83.2 	98.6 b	74.9 	73.5 	70.2 
A,THS_PER,NON_HRSTU,T,IS	: 	: 	: 	: 	: 	3.1 	3.0 	2.7 	4.4 	5.8 b	5.5 	3.3 b	3.5 	3.6 	4.5 	10.9 	11.7 	10.1 b	9.1 	7.8 	6.9 b	5.9 	4.7 	4.3 	4.0 	5.4 	8.3 b	9.3 b	6.2 	6.0 	5.5 
A,THS_PER,NON_HRSTU,T,IT	2390.6 	2480.7 	2551.1 	2581.2 	2581.0 b	2486.5 	2328.8 	2111.1 	2041.0 	1973.4 	1749.7 b	1664.2 b	1464.9 	1312.8 	1477.4 	1682.7 	1817.4 	1833.3 b	2390.4 	2727.4 	2850.9 b	2672.2 	2661.1 	2555.8 	2374.7 b	2210.7 	1984.4 	2075.0 b	1788.4 	1708.2 	1446.3 
A,THS_PER,NON_HRSTU,T,LT	: 	: 	: 	: 	175.5 b	165.1 	202.5 b	248.0 	186.4 b	190.7 	142.4 	111.9 b	75.6 	54.6 	73.5 	179.8 	229.2 	194.7 b	166.4 	144.2 	133.6 b	111.7 	98.1 	85.2 	72.2 	72.6 	98.2 	76.7 b	64.1 	77.5 	79.7 
A,THS_PER,NON_HRSTU,T,LU	4.8 	4.5 	5.3 	3.9 	: 	3.7 	3.8 	2.8 	4.3 	5.8 b	8.1 	7.0 b	8.0 	6.6 b	9.2 	7.7 b	6.4 	7.9 b	9.0 	10.2 	10.0 b	11.9 b	10.5 	8.9 	9.9 	10.5 	13.3 	9.8 b	8.4 	10.3 	12.7 
A,THS_PER,NON_HRSTU,T,LV	: 	: 	: 	: 	152.3 b	142.2 	140.8 	137.7 	138.2 b	116.8 	117.7 	97.0 b	67.8 	57.9 	76.5 	170.0 	174.2 	145.1 b	134.3 	100.5 	89.9 b	81.8 	80.4 	71.8 	59.9 	48.1 	59.5 	53.0 b	49.1 	48.7 	49.6 
A,THS_PER,NON_HRSTU,T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.0 b	43.1 	42.1 	40.0 b	39.4 	38.7 	35.4 	34.5 	34.0 	37.1 	: 	: 	: 	: 
A,THS_PER,NON_HRSTU,T,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	292.4 	286.7 	280.1 	264.5 	262.3 	250.3 b	247.1 	231.4 	224.3 b	203.4 	179.5 	169.0 	156.9 	132.0 	120.0 	103.4 b	94.3 	84.4 	80.8 
A,THS_PER,NON_HRSTU,T,MT	: 	: 	: 	: 	: 	: 	9.3 	11.1 	10.7 	11.3 	11.2 b	10.4 b	10.4 	10.1 	9.7 	11.0 	11.4 	10.7 b	10.5 	10.7 	10.2 b	10.2 	9.3 	7.9 	8.0 	8.1 	10.0 	8.7 b	7.3 	8.2 	7.8 
A,THS_PER,NON_HRSTU,T,NL	: 	: 	400.9 	350.5 	302.8 b	252.4 	182.6 	135.9 	169.8 	246.2 	317.5 	402.0 b	346.5 b	294.1 	261.3 	305.9 	346.6 	340.9 b	411.8 	508.1 b	529.6 b	488.5 	421.7 	338.6 	262.8 	228.8 b	254.8 	288.5 b	236.3 	243.7 	252.9 
A,THS_PER,NON_HRSTU,T,NO	: 	: 	86.9 	82.6 	65.0 b	56.0 	58.4 	62.3 	68.5 	77.5 b	76.7 	84.4 b	67.4 b	49.1 	52.6 	62.1 	70.3 	65.3 b	62.3 	68.4 	69.7 b	87.9 	93.7 	86.5 	78.0 	77.0 	89.0 	91.8 b	69.7 	76.1 	80.8 
A,THS_PER,NON_HRSTU,T,PL	: 	: 	: 	1781.6 	1651.0 b	2027.4 	2713.5 b	3084.1 b	3281.5 	3095.3 b	3016.7 b	2814.7 b	2139.6 	1450.9 	1063.7 	1225.2 	1429.5 b	1419.0 b	1476.2 	1501.9 	1314.6 b	1085.0 	879.5 	702.0 	539.6 	441.6 b	425.1 	481.7 b	422.3 	406.8 	409.4 
A,THS_PER,NON_HRSTU,T,PT	303.7 	312.9 	324.3 	301.9 	224.9 b	220.2 	185.5 	190.7 	222.4 	301.7 	310.9 b	369.2 b	373.6 	383.0 	362.2 	463.4 	529.5 	601.0 b	711.6 	721.6 	606.6 b	530.7 	465.1 	380.3 	292.1 	261.9 	266.3 	256.3 b	247.5 	273.4 	266.4 
A,THS_PER,NON_HRSTU,T,RO	: 	: 	: 	619.5 	635.8 b	707.0 	780.5 	717.5 	819.2 b	665.9 b	741.0 	658.2 b	679.0 	601.9 	536.9 	615.9 	582.1 b	586.0 b	545.1 	563.8 	530.3 b	550.0 	473.8 	405.2 	340.7 	324.0 	410.2 	420.7 b	432.2 	427.5 	415.5 
A,THS_PER,NON_HRSTU,T,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	492.7 	576.2 b	596.8 	537.9 	496.4 b	435.1 	380.7 	336.3 	322.0 	266.3 	221.0 	271.2 b	243.1 	233.6 	209.9 
A,THS_PER,NON_HRSTU,T,SE	: 	349.0 	364.0 	393.9 	326.2 b	281.7 	196.8 	178.6 b	184.9 	203.4 	246.8 	275.4 b	272.3 b	241.5 	250.7 	337.3 	348.6 	319.1 b	327.1 	332.0 	328.0 b	302.0 	283.5 	272.7 	261.2 b	286.7 	343.0 	377.8 b	329.1 	328.9 	345.4 
A,THS_PER,NON_HRSTU,T,SI	: 	: 	60.6 	59.4 	68.3 b	65.6 	62.9 	51.4 	53.7 	55.4 	55.0 	59.3 b	53.4 	42.0 	37.2 	52.8 	64.1 	69.6 b	71.8 	83.1 	78.6 b	71.5 	58.9 	48.7 	39.8 	34.6 	38.6 	33.8 b	29.7 	29.6 b	30.5 
A,THS_PER,NON_HRSTU,T,SK	: 	: 	: 	: 	296.9 b	392.8 b	476.2 	493.7 b	474.8 	433.8 b	470.6 	410.5 b	342.0 	279.3 	240.8 	304.6 	360.5 	334.4 b	341.4 	345.8 	322.4 b	278.3 	231.5 	196.9 	158.3 	139.6 	155.5 	163.9 b	150.1 	145.0 	130.7 
A,THS_PER,NON_HRSTU,T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1713.1 	1751.8 	1962.7 	2650.5 	2304.1 	1909.8 b	1761.4 b	1949.0 	2246.6 b	2357.3 	2494.1 	2510.7 	2578.3 	3334.6 	2973.8 	2782.5 b	2495.3 	2276.7 	2140.0 
A,THS_PER,NON_HRSTU,T,UK	2433.9 	2172.3 	2042.4 	1777.8 	: 	1326.1 b	1239.1 	1047.9 b	1097.0 	1041.1 	1130.7 b	1170.9 b	1343.6 	1342.7 b	1457.8 b	1924.9 	1976.6 b	2021.4 b	1973.5 	1899.8 	1548.0 b	1317.3 	1183.5 	1049.7 	978.2 	887.0 	: 	: 	: 	: 	: 
